u;g;r;i;z;specobjid;redshift;plate;mjd;class
1957942;1833572;1766235;1729075;1709309;39500000000000000000000;0.1023957;351;51695;GALAXY
1959142;1838321;1763831;1723992;1698355;39500000000000000000000;0.1497233;351;51695;GALAXY
1915404;176884;1698917;1658005;1630306;39500000000000000000000;0.0652344;351;51695;GALAXY
1826937;1628298;1537352;1495022;1461932;39500000000000000000000;0.0657118;351;51695;GALAXY
1844123;1724523;1705721;1698796;1697354;39500000000000000000000;-0.00023685;351;51695;STAR
1775608;1723855;1700955;1664151;1690561;39500000000000000000000;0.125612;351;51695;GALAXY
1735896;1632872;1585524;1561302;1539453;3950000000000000000000;0.02839233;351;51695;GALAXY
1859741;1860317;1863115;1835512;182951;3950000000000000000000;1821714;351;51695;QSO
1934773;1794901;1725369;1681679;1656923;39800000000000000000000;0.104424;353;51703;GALAXY
190955;1813513;1777731;1760734;1751791;39500000000000000000000;-0.000487052;351;51695;STAR
1869838;1677192;1619661;15874;1567367;39500000000000000000000;0.06936625;351;51695;GALAXY
1935846;1806415;1749661;170788;1683763;39500000000000000000000;0.06896896;351;51695;GALAXY
193445;181874;176066;1721159;1702376;39500000000000000000000;0.06884944;351;51695;QSO
1920735;1736417;1643411;1599875;1567713;39800000000000000000000;0.08523037;353;51703;GALAXY
1853465;1685489;1599488;1554545;1522808;39500000000000000000000;0.0857797;351;51695;GALAXY
1949036;1754317;1664461;1622242;1588921;39500000000000000000000;0.06552298;351;51695;GALAXY
1656948;1471932;1377979;1323206;1281701;39500000000000000000000;0.03049331;351;51695;GALAXY
194119;1797408;1731762;1692196;1667008;39500000000000000000000;0.08394714;351;51695;GALAXY
1959518;1760766;1666774;1623777;15918;39500000000000000000000;0.08443163;351;51695;GALAXY
1956707;1733799;1624607;1571417;1531998;39500000000000000000000;0.0832296;351;51695;GALAXY
179134;1674094;1622953;1588338;1570012;39500000000000000000000;0.05952106;351;51695;GALAXY
1909553;1843085;1800485;1799353;1897774;39800000000000000000000;0.01724364;353;51703;GALAXY
1874318;1755268;1730742;1719356;1710151;39800000000000000000000;0.03126672;353;51703;GALAXY
1942041;1770802;1678915;1634405;1597427;39800000000000000000000;0.09561118;353;51703;GALAXY
1869792;1777903;1754279;1741227;173429;3980000000000000000000;0.0306626;353;51703;GALAXY
1859608;1682773;1593899;1547312;1510745;39800000000000000000000;0.06443157;353;51703;GALAXY
1863001;1766748;1737137;1701557;1705233;39800000000000000000000;0.09678245;353;51703;GALAXY
1920024;1825384;1769089;1727208;17108;39800000000000000000000;0.1438106;353;51703;GALAXY
1846978;170045;1632283;1594153;1564641;3980000000000000000000;0.06601275;353;51703;GALAXY
1947032;1879719;1847367;1825035;1807566;3980000000000000000000;-0.000128053;353;51703;STAR
1924764;1872295;1857818;181874;1840753;39800000000000000000000;0.1089722;353;51703;GALAXY
1955477;1808257;1740914;1699085;167266;39800000000000000000000;0.07949669;353;51703;GALAXY
1790914;1673247;1621978;1586386;1566093;39800000000000000000000;0.07540599;353;51703;GALAXY
1891532;1872939;1871886;1850026;1849239;39800000000000000000000;1833822;353;51703;QSO
1928395;1734927;1646821;1606713;1576421;39800000000000000000000;0.07592352;353;51703;GALAXY
1872572;1824567;1831619;1839549;1856921;39800000000000000000000;-0.000131407;353;51703;STAR
1817039;171326;1705887;1704308;1709375;39800000000000000000000;-0.001174437;353;51703;STAR
1725965;1606065;158601;1576294;1576761;39700000000000000000000;8.30E-06;353;51703;STAR
1914154;1765914;1684785;1643749;1612638;39800000000000000000000;0.09932824;353;51703;GALAXY
1702643;1583524;1575221;1573768;158029;39800000000000000000000;-0.0003491;353;51703;STAR
1921453;1723639;1630338;1586032;1550683;398000000000000000000;0.08267055;353;51703;GALAXY
1844108;1700965;1648535;1627756;1618861;246000000000000000000000;-8.34E-05;2182;53905;STAR
1561899;1427158;1427142;1435111;1441837;246000000000000000000000;7.09E-05;2182;53905;STAR
1795774;1676071;162379;1600827;1587275;246000000000000000000000;-0.000939613;2182;53905;STAR
1801981;1634242;1563478;1532526;1517147;246000000000000000000000;-0.000978327;2182;53905;STAR
1935351;1824093;1806929;1801554;1801201;48800000000000000000000;-0.000247082;433;51873;STAR
1946967;1921901;1953285;1977508;201342;413000000000000000000000;-8.01E-05;3670;55480;STAR
1892372;175273;1693085;1654707;1631482;490000000000000000000;0.09629821;435;51882;GALAXY
1908341;1940711;1987408;1997758;1986066;49000000000000000000000;1372207;435;51882;QSO
1945404;1833123;1768985;1728236;1705705;49000000000000000000000;0.1329069;435;51882;GALAXY
1950331;1799055;1713755;166875;1636819;49000000000000000000000;0.09629229;435;51882;GALAXY
1797195;1671427;1639059;1624132;1618863;49000000000000000000000;-0.000251187;435;51882;STAR
1809124;1623594;1532248;1486091;1452827;49000000000000000000000;0.06877647;435;51882;GALAXY
1699198;1746306;1804644;1841048;1874723;49000000000000000000000;9.47E-05;435;51882;STAR
1857881;1739013;169878;1685038;1679592;49000000000000000000000;-1.18E-05;435;51882;STAR
178267;1688693;1660473;1648431;1645725;49000000000000000000000;0.000235837;435;51882;STAR
1897439;1749434;1669549;1627616;1592605;49000000000000000000000;0.1214909;435;51882;GALAXY
190469;1811745;1780734;1768003;1761214;669000000000000000000000;-7.66E-05;5944;56220;STAR
1913791;1726674;1635682;1591886;1559244;4900000000000000000000;0.07340904;435;51882;GALAXY
1890632;1688731;1592961;1546794;1510818;49000000000000000000000;0.07446129;435;51882;GALAXY
1934822;1742502;1650129;160606;1572245;49000000000000000000000;0.07573065;435;51882;GALAXY
1915499;1781853;1712391;1671513;1641236;49000000000000000000000;0.07352979;435;51882;GALAXY
1782312;1681937;1650125;1637684;1638799;49000000000000000000000;0.000628235;435;51882;STAR
1933613;1821372;1766827;17303;1710014;49000000000000000000000;0.07200318;435;51882;GALAXY
1954258;1932877;1920358;191222;1900606;49000000000000000000000;1959128;435;51882;QSO
1777417;1681465;1651382;1640418;1635028;49200000000000000000000;-0.000126182;437;51876;STAR
1852428;175602;1725748;1715389;1712078;415000000000000000000000;0.000311939;3683;55178;STAR
1921128;1730295;1642635;1596835;1564587;49400000000000000000000;0.06202874;439;51877;GALAXY
1886021;1861739;1874769;1865064;1869333;49400000000000000000000;0.5898139;439;51877;QSO
193933;1890042;1884691;1884706;1899939;510000000000000000000000;-0.000179784;4526;55559;STAR
1778939;1680933;1651361;1638854;1637029;932000000000000000000000;6.78E-05;8278;56990;STAR
1885795;185676;1815298;1802807;1757997;49400000000000000000000;0.296653;439;51877;QSO
1951161;180722;1733329;169335;1665029;49400000000000000000000;0.1282661;439;51877;GALAXY
1843772;1696661;1622212;1580505;1546016;718000000000000000000000;0.04911817;6378;56330;GALAXY
1684453;1483705;1394551;1348876;1316385;49400000000000000000000;0.02304917;439;51877;GALAXY
1864491;1698356;1653617;1635574;1628127;416000000000000000000000;-0.00026047;3691;55274;STAR
1944858;1894814;1887577;1877342;1857116;416000000000000000000000;2230475;3691;55274;QSO
1946649;1785724;170816;1661146;1625233;494000000000000000000;0.03752203;439;51877;GALAXY
1925191;180421;1734578;1694337;1675087;49400000000000000000000;0.1230719;439;51877;GALAXY
1659983;1527566;1515763;1517283;1520696;49400000000000000000000;0.000464367;439;51877;STAR
1776799;1628781;1569858;1533553;1509254;494000000000000000000;0.05918689;439;51877;GALAXY
1856464;1719332;1654183;1616367;1589449;49400000000000000000000;0.07471289;439;51877;GALAXY
1903159;1880983;1864187;1844877;1844001;49400000000000000000000;1441586;439;51877;QSO
193863;1816919;1747662;1703359;1676499;49400000000000000000000;0.1280762;439;51877;GALAXY
1950593;1808334;1730471;1690113;1657231;49400000000000000000000;0.1476532;439;51877;GALAXY
1869524;1768203;1739062;1723949;1722007;932000000000000000000000;0.00038783;8278;56990;STAR
1891934;1757406;1688077;1646481;1618688;4940000000000000000000;0.08530673;439;51877;GALAXY
1856155;1834755;1806623;1802979;17625;49400000000000000000000;0.2679224;439;51877;QSO
1867493;1661952;1571736;152792;1491983;49400000000000000000000;0.0587008;439;51877;GALAXY
1897779;186242;1836406;1809467;1812583;71800000000000000000000;1511881;6380;56340;QSO
1876361;1838089;1842721;1832724;1832001;31400000000000000000000;0.6032088;279;51984;QSO
1911656;1715502;1622652;158096;1547172;3150000000000000000000;0.06315733;280;51612;GALAXY
1889477;1709377;1615349;1573403;1539552;31400000000000000000000;0.06388485;279;51984;GALAXY
1900925;1752294;1678535;1641184;1616119;31400000000000000000000;0.06382966;279;51984;GALAXY
1893216;1879048;1865605;1851849;1845394;31500000000000000000000;0.4384994;280;51612;QSO
195353;1779287;1687753;1647257;1612058;31400000000000000000000;0.102637;279;51984;GALAXY
1877958;1754977;1702023;1675323;1655698;31500000000000000000000;0.02286034;280;51612;GALAXY
1913093;1807026;1730418;1681605;166439;31500000000000000000000;0.1733614;280;51612;QSO
1957679;1739358;1636086;1592738;1558631;31500000000000000000000;0.105671;280;51612;GALAXY
1956137;1863952;183439;1823427;182167;432000000000000000000000;0.001172486;3838;55588;STAR
18381;1707397;1638552;1595241;1567725;31500000000000000000000;0.057577;280;51612;GALAXY
1914496;1748349;1651126;160902;157765;31500000000000000000000;0.144182;280;51612;GALAXY
1933772;17.42;1641143;1600426;1567293;31500000000000000000000;0.1538416;280;51612;GALAXY
1912088;1798997;1765933;174601;1741951;31500000000000000000000;0.04020718;280;51612;GALAXY
1898493;1807521;1775717;1747159;1735234;31500000000000000000000;0.06929749;280;51612;GALAXY
1879839;169013;1598378;156104;1528429;31500000000000000000000;0.1049878;280;51612;GALAXY
1731655;162002;1579221;1562554;1546517;31500000000000000000000;0.02303798;280;51612;GALAXY
1880995;1745709;1680987;1647145;1625342;31500000000000000000000;0.0730024;280;51612;GALAXY
1912714;1882086;1873674;1869944;1849331;31500000000000000000000;0.7677653;280;51612;QSO
1913809;1754225;1694146;166126;1645518;31500000000000000000000;0.1008487;280;51612;GALAXY
1959721;1944457;1905697;1906061;1906421;57500000000000000000000;1293914;511;52636;QSO
1921709;1772636;1692849;1657498;1626213;31500000000000000000000;0.1005885;280;51612;GALAXY
1764353;1618934;154485;1504669;14.78;31500000000000000000000;0.07525416;280;51612;GALAXY
1923242;1750479;1669539;1626644;159671;31500000000000000000000;0.07626165;280;51612;GALAXY
1864425;1727798;165842;1621555;1588706;31500000000000000000000;0.02982276;280;51612;GALAXY
1933817;17496;1659026;1619756;1588025;31500000000000000000000;0.07496322;280;51612;GALAXY
1955395;1754673;1657443;1613103;1577024;57500000000000000000000;0.07474677;511;52636;GALAXY
194944;1754192;1661114;1617352;1583358;31500000000000000000000;0.0732161;280;51612;GALAXY
1836729;1719338;1668299;1638065;1616191;31500000000000000000000;0.03967798;280;51612;GALAXY
1868817;1720295;163088;1584517;1549629;31500000000000000000000;0.07564896;280;51612;GALAXY
1825217;1728973;1695994;1683736;1680176;432000000000000000000000;0.000302386;3839;55575;STAR
1847312;1651739;155843;1514136;1482757;31500000000000000000000;0.07272039;280;51612;GALAXY
1761593;1644144;1595024;1566484;1548072;31500000000000000000000;0.03036951;280;51612;GALAXY
1848075;1721759;1652962;1610479;1587268;31500000000000000000000;0.1032539;280;51612;GALAXY
1812417;170842;166147;1627444;1616802;31500000000000000000000;0.07139057;280;51612;GALAXY
1849814;1659104;1560435;1510856;1472823;31500000000000000000000;0.07031431;280;51612;GALAXY
1946723;174773;1656487;1614172;1580565;31500000000000000000000;0.072884;280;51612;GALAXY
1911374;1723688;1631996;1588971;1558338;31500000000000000000000;0.07360131;280;51612;GALAXY
1895423;1726604;1684585;165867;1641197;57500000000000000000000;0.03003564;511;52636;GALAXY
1889221;1793708;1761073;1748501;1740971;31500000000000000000000;0.000347251;280;51612;STAR
1886448;1757043;1705314;1684126;1672406;31600000000000000000000;0.000247672;281;51614;STAR
1923973;179021;1736507;1708684;1690027;31500000000000000000000;0.07366092;280;51612;GALAXY
1942585;1795955;1718589;1683584;1653559;31600000000000000000000;0.07374299;281;51614;GALAXY
1908878;1764783;1678539;1635158;1602403;31600000000000000000000;0.07360979;281;51614;GALAXY
1690359;1600573;1564619;1549498;1545534;432000000000000000000000;-8.29E-05;3839;55575;STAR
1757483;1640734;1601598;1586502;1581603;31600000000000000000000;0.000261934;281;51614;STAR
1932298;1843708;1815808;1804543;1805881;432000000000000000000000;0.000638776;3839;55575;STAR
1908721;173978;1649332;1605025;1577281;3150000000000000000000;0.1171457;280;51612;GALAXY
1825769;1729416;1681934;1652316;1645302;31500000000000000000000;0.07170694;280;51612;GALAXY
1864227;1752518;1708529;1680663;1666588;31800000000000000000000;0.0763794;282;51658;GALAXY
1894918;1728183;1630274;1582282;1542786;31800000000000000000000;0.09808942;282;51658;GALAXY
1917864;1881844;1878641;1809601;1747813;324000000000000000000000;-4.37E-05;2877;54523;STAR
1940296;1790884;1736519;1718142;1709696;322000000000000000000000;0.000286708;2862;54471;STAR
1743203;1613472;1631633;1647129;1655764;31800000000000000000000;-0.000100389;282;51658;STAR
1739249;1583184;152745;1507747;1501533;322000000000000000000000;-1.06E-05;2862;54471;STAR
1809954;1651808;1595698;1578274;1571976;322000000000000000000000;-3.13E-06;2862;54471;STAR
1950801;1774372;1681825;1640164;1605646;31800000000000000000000;0.1185552;282;51658;GALAXY
1846749;172516;1685125;1648713;1641413;31900000000000000000000;0.07192492;283;51959;GALAXY
1923961;1821213;1788365;17682;1753774;31800000000000000000000;0.04602138;282;51658;GALAXY
1637526;1458826;1371881;1324118;1284121;31800000000000000000000;0.01805773;282;51658;GALAXY
1905404;1784192;1738837;1722364;171656;322000000000000000000000;0.000158728;2862;54471;STAR
1870708;1766932;1726162;1711243;1706841;322000000000000000000000;-8.35E-05;2862;54471;STAR
181671;1662859;1605963;1584653;1575858;322000000000000000000000;-0.000153403;2862;54471;STAR
1955854;1779595;1680951;1633778;1594787;31900000000000000000000;0.1182539;283;51959;GALAXY
1927941;1806479;1737759;1700098;1677891;31800000000000000000000;0.1418712;282;51658;GALAXY
1642364;1505525;1451236;14316;142521;322000000000000000000000;4.82E-06;2862;54471;STAR
1879391;1736833;1682906;1664891;1658319;322000000000000000000000;0.000142298;2862;54471;STAR
1769071;1594887;1518704;1486036;1467149;322000000000000000000000;0.000372852;2862;54471;STAR
1883131;1752047;1698848;167923;1669093;322000000000000000000000;0.00037874;2862;54471;STAR
189119;1784525;1743825;1728676;1713384;31900000000000000000000;0.02792294;283;51959;GALAXY
18785;1761148;1694179;165429;1626103;31900000000000000000000;0.1185632;283;51959;GALAXY
1811036;1723884;1691708;168033;1672732;322000000000000000000000;-0.000149627;2862;54471;STAR
1939508;1856828;1865405;1863129;1832062;432000000000000000000000;2500943;3841;56016;QSO
1956614;1829422;1756224;1715474;1694712;31900000000000000000000;0.1565467;283;51959;GALAXY
1871153;1772176;1718886;1685676;1671325;31900000000000000000000;0.1056168;283;51959;GALAXY
1941255;1850465;1821273;1809418;1801259;427000000000000000000000;0.000672911;3790;55208;STAR
1854997;1690536;1607401;156187;152483;31900000000000000000000;0.0609411;283;51959;GALAXY
1746418;1613138;1553159;1520753;1493096;32000000000000000000000;0.04765574;284;51943;GALAXY
1730985;1578351;1506928;1468921;1435253;32000000000000000000000;0.04735294;284;51943;GALAXY
1890619;1795531;175608;1726991;1716729;32000000000000000000000;0.0814926;284;51943;GALAXY
1866634;1812247;181401;1783794;173283;32000000000000000000000;-0.000346642;284;51943;STAR
1795263;1772364;1750208;1710144;1714914;32000000000000000000000;0.1286608;284;51943;QSO
18028;1651442;1580577;1541082;1513944;32000000000000000000000;0.07699241;284;51943;GALAXY
1848633;1725328;1668904;1638345;1615188;32000000000000000000000;0.05933774;284;51943;GALAXY
1937677;1750874;1645708;1603432;1567767;32000000000000000000000;0.1275653;284;51943;GALAXY
1946733;185668;1827795;1818265;181142;433000000000000000000000;0.000568509;3843;55278;STAR
1807255;1702205;168962;1677201;1675286;32100000000000000000000;3.31E-05;285;51930;STAR
1904756;1868554;1869735;186069;1874402;32000000000000000000000;0.6015502;284;51943;QSO
1914489;1865624;1803269;1768574;1740549;32000000000000000000000;0.2535369;284;51943;GALAXY
1938097;1810383;1757113;173606;1724612;32000000000000000000000;0.000516463;284;51943;STAR
1757946;172872;1728906;1729813;1726243;32000000000000000000000;0.7299848;284;51943;QSO
1896495;1784685;1735891;1706484;1689264;32000000000000000000000;0.07953966;284;51943;GALAXY
1937172;177894;1686239;1645124;1610996;32100000000000000000000;0.1323392;285;51930;GALAXY
1902523;1807072;1783271;1774034;1771727;32100000000000000000000;0.000891178;285;51930;STAR
194156;1739477;1645372;1602542;1569974;32000000000000000000000;0.07723518;284;51943;GALAXY
1920849;177398;1688828;164864;1617032;32100000000000000000000;0.1072191;285;51930;GALAXY
1842468;1705843;1639986;1603678;1579336;32000000000000000000000;0.06476804;284;51943;GALAXY
1860416;1700442;1610601;156847;1541786;32100000000000000000000;0.1324044;285;51930;GALAXY
1472858;1479139;1506472;1521142;153365;275000000000000000000000;-0.000208198;2445;54573;STAR
1738268;1587162;1524967;1502886;1493537;275000000000000000000000;-2.88E-05;2445;54573;STAR
1906301;1804043;175572;1734267;1726282;275000000000000000000000;-0.001420585;2445;54573;STAR
1913304;1745045;1654577;1609769;1578812;56000000000000000000000;0.1278112;497;51989;GALAXY
1901445;1794712;1752393;1725429;1707382;56000000000000000000000;0.09405501;497;51989;GALAXY
193084;1769991;1683956;1634941;1595881;56000000000000000000000;0.09380584;497;51989;GALAXY
1872576;1759347;1708776;1677949;1659331;56000000000000000000000;0.0942363;497;51989;GALAXY
1893154;1871976;1867759;1843212;1841593;56000000000000000000000;1743467;497;51989;QSO
1812641;167814;1619981;1597904;1588556;275000000000000000000000;-0.001052635;2445;54573;STAR
1862198;1846028;1849064;1829739;1822425;55800000000000000000000;1727218;496;51988;QSO
1908302;1818745;1783685;176858;1763041;277000000000000000000000;-0.000639149;2460;54616;STAR
1741816;1609992;1567162;1551882;154999;275000000000000000000000;-2.58E-05;2445;54573;STAR
1933181;1843143;1825093;1820638;1823755;277000000000000000000000;-0.000446365;2460;54616;STAR
1937422;1810472;1736774;1694455;1666725;56000000000000000000000;0.1465323;497;51989;GALAXY
1959098;1801746;1743039;1721757;1712452;275000000000000000000000;-0.000332568;2445;54573;STAR
1704278;1551624;1498555;1482935;1478545;275000000000000000000000;-8.46E-05;2445;54573;STAR
1777658;164478;1594292;1576077;1569772;275000000000000000000000;4.83E-05;2445;54573;STAR
1724964;1609819;157305;1560736;155791;56000000000000000000000;-0.00013951;497;51989;STAR
1801629;1697084;1652366;1635202;1627992;275000000000000000000000;-0.000855751;2445;54573;STAR
1911142;1813461;1771844;1754869;1745832;56000000000000000000000;-0.001395343;497;51989;STAR
1669123;1568767;1537002;1525366;1522149;275000000000000000000000;-0.000581372;2445;54573;STAR
1863176;1692049;1629236;1609159;1598681;275000000000000000000000;-0.000113215;2445;54573;STAR
1807117;173278;1688899;1633438;1629774;56000000000000000000000;0.1361378;497;51989;QSO
1936286;178682;1707959;1661392;163092;5600000000000000000000;0.09257475;497;51989;GALAXY
1825344;1732666;169252;1675642;1668662;275000000000000000000000;-0.000597034;2445;54573;STAR
163239;1493776;1448125;1434323;1432962;275000000000000000000000;-0.000261721;2445;54573;STAR
1646188;1521665;147901;1463348;1459592;275000000000000000000000;3.61E-05;2445;54573;STAR
1807011;167034;161654;1583894;1560445;56000000000000000000000;0.03159153;497;51989;GALAXY
1855478;1728426;1674379;1651768;1642786;275000000000000000000000;-0.000548935;2445;54573;STAR
1912424;1792936;18085;1820125;1831691;277000000000000000000000;-0.000333668;2460;54616;STAR
188939;1739215;1686004;1667929;1661913;275000000000000000000000;-0.000114809;2445;54573;STAR
1860598;174747;1699198;1678319;1667753;275000000000000000000000;-0.000962308;2445;54573;STAR
1675574;1516588;1459135;1440127;1431088;275000000000000000000000;-0.000337128;2445;54573;STAR
1866906;1671656;1598155;1570181;1555417;275000000000000000000000;-0.000225712;2445;54573;STAR
1827211;1686604;1632232;1612984;1602989;275000000000000000000000;-0.00019424;2445;54573;STAR
1908294;1685736;1597826;1568459;1553131;371000000000000000000000;-0.000144211;3295;54924;STAR
1867196;1705288;16216;1576654;1543244;560000000000000000000;0.07672171;497;51989;GALAXY
1951725;1736079;1621609;1568702;152523;56000000000000000000000;0.09752323;497;51989;GALAXY
1536952;1422061;1414379;1416393;1424071;275000000000000000000000;-8.02E-05;2445;54573;STAR
1773239;1685819;1659065;1649401;1650093;275000000000000000000000;-0.000703263;2445;54573;STAR
1912594;1810185;1738658;1697032;167488;56000000000000000000000;0.1357177;497;51989;GALAXY
1933568;1917689;189427;1892801;1875716;5600000000000000000000;0.9977673;497;51989;QSO
1921872;1781428;1720524;1702384;1689713;371000000000000000000000;-0.000287912;3295;54924;STAR
1853284;1742366;169822;1667792;1649899;56000000000000000000000;0.0458725;497;51989;GALAXY
1956001;1711446;1612667;1580357;1563378;371000000000000000000000;-8.77E-05;3295;54924;STAR
1921339;1834266;1805851;1793231;1793448;787000000000000000000000;-0.000648851;6986;56717;STAR
1792836;1683399;1637704;1617708;1608713;371000000000000000000000;-5.30E-05;3295;54924;STAR
1896706;1731938;1662487;1634805;1619908;371000000000000000000000;-0.00034161;3295;54924;STAR
1815461;1690779;164864;1632065;1626704;371000000000000000000000;-7.13E-05;3295;54924;STAR
1903971;1760888;1639753;1616883;1607118;56000000000000000000000;-0.000359712;497;51989;STAR
1677543;1584021;1556889;1545393;1543508;31300000000000000000000;0.000341892;278;51900;STAR
1777477;16899;1658191;1645065;1640777;432000000000000000000000;0.000579637;3836;55302;STAR
1804648;1792049;1771599;1772855;1766539;31200000000000000000000;1004675;277;51908;QSO
1896611;1716937;1625292;1577902;1541677;31200000000000000000000;0.07428328;277;51908;GALAXY
1551874;1517917;1540013;1562131;1587666;31200000000000000000000;-8.84E-05;277;51908;STAR
1895278;186662;1838023;1832413;1820068;31200000000000000000000;0.975465;277;51908;QSO
1745076;1664572;162382;1608001;159148;31200000000000000000000;0.01858409;277;51908;GALAXY
1883901;176376;1770749;1782432;1793552;31200000000000000000000;-0.000380717;277;51908;STAR
1894312;1878274;1876127;1857267;1857196;31200000000000000000000;1661086;277;51908;QSO
1823243;1626644;1535115;149078;1456933;31200000000000000000000;0.06653312;277;51908;GALAXY
1727813;1547776;1465877;1425858;1393961;31200000000000000000000;0.0422501;277;51908;GALAXY
1857442;1740188;1683514;1646308;1620844;31300000000000000000000;0.0423163;278;51900;GALAXY
1818122;1631099;1545325;15027;1470166;31200000000000000000000;0.04195643;277;51908;GALAXY
1925672;1803317;1749975;1728412;1719632;31300000000000000000000;0.000129663;278;51900;STAR
1774212;1710396;1689886;1656692;1654977;31300000000000000000000;0.1016841;278;51900;GALAXY
1735866;1555573;147185;143063;1398958;31300000000000000000000;0.02485563;278;51900;GALAXY
172839;1673486;1725975;1738485;1665651;31300000000000000000000;0.02549546;278;51900;GALAXY
1884909;1761799;1686366;1638816;1612932;31300000000000000000000;0.1269682;278;51900;GALAXY
1839635;1715434;1674975;1647535;1629774;31300000000000000000000;0.04209985;278;51900;GALAXY
1957529;1829108;1767481;1735592;170457;31300000000000000000000;0.09735515;278;51900;GALAXY
1676203;1545281;1490257;1460202;1436792;31300000000000000000000;0.02531278;278;51900;GALAXY
1920776;1805229;1753319;1721308;1702837;31300000000000000000000;0.08865393;278;51900;GALAXY
1944392;1803236;174294;1709789;1695759;31300000000000000000000;0.08120644;278;51900;GALAXY
1924698;1796498;1731983;1692113;1668223;31300000000000000000000;0.09374503;278;51900;GALAXY
193219;1734101;1638181;1586445;1558928;31300000000000000000000;0.09679831;278;51900;GALAXY
1936194;1797678;1749264;1729495;1735362;31300000000000000000000;0.03957444;278;51900;GALAXY
1936394;1865718;1853045;1823655;1820452;31300000000000000000000;0.5447735;278;51900;QSO
1901166;1893485;1891153;1881732;1868516;31300000000000000000000;1428272;278;51900;QSO
1845101;1706994;164252;1606989;1581857;31300000000000000000000;0.06425364;278;51900;GALAXY
1903135;1826139;1804354;1780894;1769863;31400000000000000000000;0.0723842;279;51984;GALAXY
1863492;1725964;1660285;1624259;1596476;31300000000000000000000;0.07260793;278;51900;GALAXY
1876457;1697679;1615501;157732;1544912;31300000000000000000000;0.03995889;278;51900;GALAXY
1840364;1645518;1549524;1506929;1473864;31300000000000000000000;0.07468972;278;51900;GALAXY
1909892;1891131;1860425;1842069;1845675;31300000000000000000000;1433218;278;51900;QSO
1880836;1778752;1746603;1709874;1728994;31300000000000000000000;0.000480948;278;51900;STAR
189951;1750878;1679379;1642873;1609831;31300000000000000000000;0.049089;278;51900;GALAXY
1866114;167582;1576763;1533188;1496718;31300000000000000000000;0.09699315;278;51900;GALAXY
1947728;1821787;1708131;1658151;1627512;31300000000000000000000;0.1855896;278;51900;GALAXY
1925882;1728816;1635462;158962;1556052;31400000000000000000000;0.07844694;279;51984;GALAXY
1875924;1736909;1686825;1667414;1662369;31400000000000000000000;0.000130251;279;51984;STAR
1948632;175904;1659647;1612964;1575668;31400000000000000000000;0.1127516;279;51984;GALAXY
1949668;1749405;1633042;1585443;1549128;31400000000000000000000;0.1435137;279;51984;GALAXY
1846561;1733532;1694593;1670267;1650857;31400000000000000000000;0.04394962;279;51984;GALAXY
1904903;17694;1709962;1676252;1650681;31400000000000000000000;0.07598818;279;51984;GALAXY
19357;180218;1744328;1705445;1683976;31400000000000000000000;0.07655678;279;51984;GALAXY
1898823;1871877;1900853;1924648;1958426;432000000000000000000000;-1.70E-05;3838;55588;STAR
195923;1946248;1939935;1912521;1921314;31500000000000000000000;1836237;280;51612;QSO
1959543;1815501;1738839;169782;1669107;31500000000000000000000;0.1392817;280;51612;GALAXY
191104;1715903;1624486;1582037;1549525;31400000000000000000000;0.07710142;279;51984;GALAXY
1876846;17807;1765519;1758751;1760316;32600000000000000000000;0.000595173;289;51990;STAR
1827421;1705756;1729381;1742935;1752337;32600000000000000000000;0.000694283;289;51990;STAR
1865477;1731083;1666699;1630526;1601947;3260000000000000000000;0.07785663;289;51990;GALAXY
1842737;1690286;1628332;1595144;1570206;32600000000000000000000;0.02298159;289;51990;GALAXY
1805253;1647644;1587954;1567897;1557612;326000000000000000000000;3.36E-05;2895;54567;STAR
1936011;1838426;1827771;1824436;1825415;329000000000000000000000;9.10E-05;2920;54562;STAR
1934884;18247;1785358;1760682;1738707;32700000000000000000000;0.04804092;290;51941;GALAXY
1958053;183891;1831759;1828812;1812458;53500000000000000000000;2882547;4752;55653;QSO
1883486;1717969;1643512;1607081;1580036;32700000000000000000000;0.02322375;290;51941;GALAXY
1892405;1744073;1679027;165266;1635484;329000000000000000000000;0.000142613;2920;54562;STAR
178689;166953;1622385;1602894;159152;326000000000000000000000;0.000201251;2895;54567;STAR
1770009;1620657;1568291;1548668;1539503;326000000000000000000000;-0.00010369;2895;54567;STAR
1908464;1815315;1792279;1786926;1781518;329000000000000000000000;0.000458751;2920;54562;STAR
1912071;1798461;1758187;174557;17369;326000000000000000000000;0.000397099;2895;54567;STAR
1929601;17518;1662265;1615611;1581973;327000000000000000000;0.07876921;290;51941;GALAXY
1871014;1754134;169906;1665743;1644879;32700000000000000000000;0.07887875;290;51941;GALAXY
1778816;1646826;1597427;1579388;1572087;326000000000000000000000;-0.000117064;2895;54567;STAR
1912608;1787705;1738149;17197;1711316;326000000000000000000000;-1.90E-05;2895;54567;STAR
1895023;1773669;1720743;1688857;1669733;327000000000000000000;0.0940813;290;51941;GALAXY
1765066;1618726;1568563;1547096;1540339;326000000000000000000000;7.73E-05;2895;54567;STAR
1907316;1791251;1754117;1742682;1734051;326000000000000000000000;0.000216163;2895;54567;STAR
1795111;1661736;1612691;1591186;158208;329000000000000000000000;-9.96E-05;2920;54562;STAR
1602231;1451464;1405678;1388456;1384812;326000000000000000000000;-0.000136857;2895;54567;STAR
